material_id,formula,category,crystal_system,MQI,bulk_modulus_GPa,shear_modulus_GPa,density_g_cm3,melting_point_K,band_gap_eV,formation_energy_per_atom_eV
mp-758957,Sn3,Semiconductor,hexagonal,15.285813159894321,62.03,24.73,6.825,200.0,1.074,-1.3884
mp-23532,Ni4La4H3,Alloy,orthorhombic,21.136138838999607,137.06,43.21,2.389,1654.0,0.0,-1.3562
mp-444270,CrCa,Alloy,hexagonal,26.098381027569303,232.95,162.61,7.588,495.0,0.0,-0.3785
mp-199524,Cd2Sc3,Sulfide,cubic,12.63656968372428,59.05,41.65,4.203,945.0,0.851,0.5176
mp-583516,Mo4As,Silicate,hexagonal,28.398620046841557,98.57,45.02,3.561,689.0,6.099,-3.0716
mp-699488,TeNBi2,Halide,hexagonal,23.35478102274156,14.1,7.98,2.694,609.0,5.272,-3.7502
mp-645096,Te4Nb2Al3,Nitride,monoclinic,32.97507964314051,342.18,136.53,5.397,1815.0,0.084,-0.3046
mp-843685,Be4Mg3Sn,Alloy,orthorhombic,23.965260624028538,182.49,91.7,4.939,1938.0,0.0,0.1371
mp-983939,PbCd3Si3,Ceramic,tetragonal,33.39268473326196,113.15,44.35,7.491,1938.0,2.413,-3.842
mp-261243,Ar2Sc3,Carbide,cubic,39.23388987826986,322.85,246.66,3.259,2124.0,3.056,0.6273
mp-56285,PtCe4Sn4Cr,Semiconductor,orthorhombic,19.103148680036178,47.03,45.16,5.362,681.0,2.62,-1.4792
mp-40313,GeZn3,Intermetallic,tetragonal,21.68945945050912,95.96,73.79,12.934,1068.0,0.0,-0.315
mp-556059,P4,Oxide,hexagonal,26.813377093544045,45.88,17.26,2.387,2083.0,2.616,-3.4662
mp-368936,He2Li3K4,Metal,cubic,21.493390920522057,120.79,76.14,1.551,1514.0,0.0,-1.4918
mp-777870,FeBeSb3,Metal,hexagonal,21.612750790364977,90.75,68.95,8.871,1530.0,0.0,-0.5554
mp-258007,Ga3ZnTi3,Chalcogenide,triclinic,14.430961594954839,20.04,6.87,5.001,719.0,0.373,-1.8998
mp-975147,Sc2LiH,Semiconductor,hexagonal,14.763053454522504,92.94,60.27,2.449,531.0,2.776,0.4477
mp-633068,Ta2Sc2Se3In4,Phosphide,tetragonal,20.83712990501443,16.41,5.42,6.458,1302.0,1.792,-2.5744
mp-439011,YRh4Se4,Sulfide,cubic,16.49150921188562,84.59,70.25,5.868,849.0,0.347,-0.1437
mp-905673,ArOs2,Silicate,tetragonal,31.38602860031117,67.93,31.64,7.43,1019.0,4.526,-4.4125
mp-893014,Ga3Te3In,Alloy,hexagonal,23.253648305673988,58.04,37.64,11.332,2284.0,0.0,-0.5586
mp-51110,V2Al2Cr3Mo,Halide,cubic,26.995170020100947,27.17,8.4,4.115,1315.0,6.576,-2.9008
mp-230155,Al2Mg4,Alloy,orthorhombic,17.913011913025034,129.97,68.4,8.637,1311.0,0.0,1.0806
mp-464755,Cr4,Intermetallic,tetragonal,24.009330552807665,176.61,112.28,5.677,1574.0,0.0,0.0
mp-837761,V4MnIr2K4,Alloy,cubic,23.637799769563724,146.29,60.17,5.269,1366.0,0.0,-1.7516
mp-672153,CuSb2Hf,Boride,orthorhombic,22.74430926376279,255.65,53.07,3.731,781.0,0.134,-1.1463
mp-999068,Y2MgMn3,Sulfide,hexagonal,20.092757974750466,69.45,36.75,5.517,2129.0,1.075,-0.0842
mp-536782,Co2He3,Perovskite,hexagonal,31.27842151467416,96.65,42.19,4.768,978.0,2.094,-5.5834
mp-957169,P4,Ceramic,triclinic,31.714460213934288,135.83,53.42,4.068,2109.0,5.653,-1.4797
mp-687094,Os2Cl2Al4He,Metal,tetragonal,25.0944117134887,92.46,50.89,10.633,1924.0,0.0,-1.2648
mp-348598,ScSi2,Metal,cubic,30.23551838424755,172.83,119.3,7.223,2125.0,0.0,-1.1805
mp-678082,He4Ca,Ceramic,orthorhombic,47.219227727013596,267.14,138.31,4.208,2123.0,6.756,-3.4765
mp-957508,ReClCa,Metal,orthorhombic,20.881374075974524,41.4,10.48,6.809,2141.0,0.0,-1.5758
mp-291710,F4,Sulfide,orthorhombic,11.31057246172571,62.37,31.14,2.959,200.0,1.378,-0.328
mp-742737,Ni2N4,Chalcogenide,trigonal,17.443500768507,113.73,34.54,2.459,1285.0,0.327,-0.8176
mp-78152,Ru4S2,Oxide,cubic,35.17584312217103,182.67,65.92,5.834,2382.0,4.25,-1.8145
mp-686260,Ne3Sr3Ge,Nitride,orthorhombic,27.10202578159969,268.02,76.8,2.86,1217.0,1.81,-0.8712
mp-737394,PdCu3Br2,Halide,trigonal,27.730353689859026,59.13,36.71,5.174,1163.0,3.238,-3.862
mp-756778,TeHe4,Oxide,tetragonal,36.064378781439906,71.82,25.15,4.867,1083.0,6.365,-5.8702
mp-602777,Mo4GeBa4,Phosphide,cubic,21.58484117130662,50.11,23.47,2.622,1701.0,2.039,-2.054
mp-203408,OsGa2Sr2,Nitride,hexagonal,38.61918267747449,341.45,156.13,7.298,1629.0,1.028,-1.6178
mp-912578,AgY3B3W,Ceramic,cubic,31.37267969138452,145.24,87.24,5.491,1532.0,2.114,-2.9506
mp-501931,Bi2IrY2,Halide,hexagonal,27.246244914935748,31.36,19.28,7.584,1456.0,4.779,-2.6628
mp-736338,ZnCd4,Semiconductor,cubic,25.01864884751354,148.44,82.96,4.257,1058.0,2.188,-1.4447
mp-996133,Ar3H,Ceramic,cubic,40.840731955494235,200.39,62.81,5.844,1761.0,5.93,-4.0561
mp-122086,AuCe,Carbide,orthorhombic,38.65603047882557,307.15,196.94,4.315,2262.0,2.303,-0.2829
mp-991938,Pb3Cr3Nb2,Semiconductor,cubic,19.16924673473114,71.84,35.87,3.12,1827.0,1.375,-0.5455
mp-570903,HeTa3,Alloy,cubic,17.737304694856874,90.35,38.14,2.85,2340.0,0.0,0.4381
mp-330823,Ru4Br3Zr4Ba,Chalcogenide,hexagonal,26.089260766131947,153.78,89.94,5.013,1100.0,1.603,-1.7215
mp-759391,Ba4,Silicate,cubic,21.01695431001054,83.1,34.39,1.654,1233.0,5.233,-0.5
mp-929394,Ta2CoOs4C4,Oxide,monoclinic,35.519187475552684,132.63,82.87,6.186,2403.0,5.712,-1.5103
mp-195873,Se3Pt4Hf,Sulfide,hexagonal,19.212722552019365,79.84,19.46,6.226,1310.0,1.088,-1.1058
mp-965466,Li3Ti2Hf2Ru3,Intermetallic,cubic,16.231598639161035,49.27,31.11,7.741,1804.0,0.0,0.452
mp-221022,Cd3Co2,Oxide,monoclinic,33.29859909955427,68.64,25.03,4.976,2590.0,2.954,-4.0303
mp-996545,V4Fe2,Chalcogenide,monoclinic,13.14241871935177,96.86,33.27,2.971,1205.0,1.206,1.047
mp-522315,BSe4,Halide,orthorhombic,38.173345956969165,69.45,87.19,5.874,1810.0,8.741,-2.9331
mp-504210,Cl4Ca4Sb4Ne2,Halide,monoclinic,22.454050028337743,85.88,37.94,2.518,1576.0,0.5,-2.5876
mp-558103,Te3Ta2Cl2,Chalcogenide,tetragonal,18.787286266343017,127.31,78.31,1.443,949.0,1.755,-0.3404
mp-357739,Mo3Ta2,Perovskite,cubic,17.757006677162835,41.95,11.31,7.203,757.0,1.337,-1.8141
mp-946273,Au2TeAs2Br2,Chalcogenide,triclinic,20.797223453596466,79.77,22.06,6.275,1073.0,0.931,-2.1451
mp-551800,ScSi3Re4,Chalcogenide,triclinic,14.066133815577038,36.68,30.91,5.299,1140.0,0.951,0.0054
mp-961784,WNa3,Metal,monoclinic,18.29377527423979,134.85,68.46,6.066,804.0,0.0,-0.3693
mp-625336,Nb4Sc2,Semiconductor,orthorhombic,21.14122374253974,87.21,44.67,6.637,1158.0,1.97,-0.9921
mp-180805,BrCr2In,Phosphide,trigonal,15.709591262460197,10.81,6.53,8.606,1373.0,0.659,-0.5819
mp-936870,B4Rh2He2Ti3,Semiconductor,monoclinic,17.087555404862158,68.13,31.65,5.925,838.0,1.244,-0.9437
mp-870304,Cr2Zn2Os3Pt,Oxide,tetragonal,33.29489531423977,49.57,48.54,2.728,3238.0,4.959,-2.2539
mp-853050,Sn2Al4,Chalcogenide,monoclinic,22.556903565612092,142.69,103.18,5.0,530.0,0.749,-1.5714
mp-584148,Au3Zr3,Semiconductor,orthorhombic,20.208250226156316,89.16,33.97,3.671,1985.0,1.847,-0.1346
mp-687278,Ta4Pd2,Metal,cubic,24.67168185436197,228.06,48.76,8.948,1844.0,0.0,0.3629
mp-697219,N4AsCa3Si3,Intermetallic,cubic,23.216509959243705,116.67,50.97,10.08,1586.0,0.0,-0.8267
mp-660533,Ar4NaIr4,Intermetallic,cubic,27.636417876772533,151.24,43.1,12.446,2408.0,0.0,-0.4015
mp-618119,OsTa2La3,Metal,hexagonal,23.764272328922075,173.71,60.5,8.216,1308.0,0.0,-0.8689
mp-851696,Be,Metal,hexagonal,26.58429589934727,205.92,146.84,7.672,1267.0,0.0,0.0
mp-659790,O3Mn3Ga4,Oxide,hexagonal,40.310819576548084,231.74,153.1,1.255,1043.0,9.122,-2.1442
mp-31336,Ba2Br4,Oxide,hexagonal,23.976896339430905,2.0,0.83,6.509,1561.0,4.388,-2.3997
mp-177507,Cl2Pb3B4,Metal,cubic,13.947370959918839,152.2,47.88,2.181,228.0,0.0,-0.543
mp-627244,AuW3,Silicate,cubic,25.51772393798774,106.88,54.56,2.761,1278.0,3.286,-2.2203
mp-971923,Ga3Ge3Re3,Metal,orthorhombic,16.148432335063607,168.94,49.53,7.628,438.0,0.0,0.3439
mp-289851,NbTa2La2,Alloy,tetragonal,24.346429035946148,169.87,110.07,11.545,200.0,0.0,-1.2902
mp-44188,Rh3Cr3Os3,Perovskite,trigonal,19.791950095302656,104.96,40.62,2.801,790.0,2.046,-1.6435
mp-44583,Os4S4,Silicate,cubic,47.023396258766866,183.6,99.06,6.082,980.0,7.502,-6.5
mp-371259,F2Ni3Co3H3,Oxide,cubic,39.72708372641293,103.8,75.22,6.374,1438.0,7.779,-4.2724
mp-441930,HeAuGe,Ceramic,cubic,43.75286030615935,247.31,155.74,5.101,2416.0,7.089,-1.2022
mp-88192,NbSc2Ti,Intermetallic,orthorhombic,28.14855045028789,213.28,128.15,2.656,2147.0,0.0,-0.5032
mp-821842,Si2Br4,Alloy,monoclinic,29.900428833127997,196.28,85.16,10.741,2155.0,0.0,-0.5886
mp-936549,Br3Se3,Intermetallic,tetragonal,30.46099036459075,203.33,129.03,7.601,1594.0,0.0,-1.4207
mp-583154,Mo3Cl2,Metal,cubic,26.263110747980697,188.95,79.05,9.186,1855.0,0.0,-0.1797
mp-639331,Pb4Ge2Cl,Intermetallic,cubic,21.845227080467257,193.52,102.17,6.811,988.0,0.0,0.1935
mp-772090,H2C,Sulfide,monoclinic,24.75029860739541,131.84,79.47,3.516,1379.0,3.053,-0.8478
mp-536053,Co2BeBa,Silicate,hexagonal,35.345597731634655,98.84,53.89,5.596,2217.0,7.584,-2.001
mp-439459,Si2Ru,Metal,hexagonal,19.68433326702271,96.04,32.5,6.576,1066.0,0.0,-1.6689
mp-714462,RuNa3,Intermetallic,tetragonal,27.73035249313523,239.89,49.9,6.51,1777.0,0.0,-1.2873
mp-304174,Re2Ag2,Oxide,monoclinic,30.686582839415166,170.64,53.25,5.51,2385.0,0.5,-2.3837
mp-662646,SeAg,Metal,monoclinic,35.278819126212596,155.78,106.88,13.207,2599.0,0.0,-1.6587
mp-117299,Ba4Cr2,Ceramic,trigonal,43.56629311612956,188.36,121.83,2.682,2358.0,6.103,-3.7581
mp-573653,Cr2Te,Alloy,tetragonal,22.0024744553693,132.29,44.39,0.5,1917.0,0.0,-1.7165
mp-375713,Hf,Metal,tetragonal,24.049624035615278,233.46,83.8,3.391,1713.0,0.0,0.0
mp-780232,N2Te3,Silicate,trigonal,35.80895106484676,115.64,72.54,6.187,1814.0,4.279,-3.759
mp-342354,Be2As3,Metal,tetragonal,30.280891594555083,232.87,112.3,11.371,1832.0,0.0,-0.0642
mp-421096,Cr4Pt4,Metal,hexagonal,21.681879335368436,94.5,36.75,8.367,1607.0,0.0,-1.1447
mp-352405,Ag2IrRh2,Intermetallic,cubic,21.141301727684144,82.4,35.68,5.232,2631.0,0.0,-0.1114
mp-269696,Ca4,Metal,hexagonal,20.590768721119016,119.02,98.62,6.064,1369.0,0.0,0.0
mp-240037,Ag3La2ZrAr2,Sulfide,orthorhombic,13.455883284943932,136.83,60.94,1.113,339.0,1.301,0.294
mp-461931,Nb2Cu2Mg3,Metal,orthorhombic,12.661442255522358,62.23,23.87,0.5,1566.0,0.0,0.014
mp-911088,F3Cr3Y3,Metal,trigonal,26.371892693620435,146.19,78.36,6.585,2461.0,0.0,-0.4191
mp-873285,H4W3,Metal,tetragonal,30.119376033252,176.71,95.95,8.997,1754.0,0.0,-1.7724
mp-314473,Mn4H2,Oxide,cubic,35.04987934047486,193.55,104.07,4.719,2702.0,1.702,-1.8358
mp-969441,ZnLi3,Oxide,trigonal,31.12788205820062,9.31,5.83,7.336,2313.0,4.537,-3.5756
mp-549541,Ne2Ce2,Perovskite,triclinic,21.54979587374958,22.26,17.89,2.772,1344.0,2.209,-3.0256
mp-885602,Sc2Co4,Carbide,hexagonal,49.092779924831575,473.52,405.22,3.547,1208.0,1.321,-0.2805
mp-205817,Os2,Oxide,tetragonal,24.99735955517462,78.54,60.94,2.412,2300.0,1.649,-1.5213
mp-56665,W4Zr4Li3,Semiconductor,cubic,26.653842861033414,160.15,92.76,1.886,1603.0,1.121,-1.8744
mp-928824,ArTiBa4,Oxide,monoclinic,49.44966943104838,269.34,161.05,1.943,2109.0,7.558,-3.9854
mp-771372,Al4Sc3,Halide,orthorhombic,21.7642904016364,70.21,32.71,3.215,568.0,4.684,-2.0548
mp-556932,Ru3Fe3Si4,Oxide,orthorhombic,39.78305599171156,254.48,113.85,3.236,2871.0,1.871,-2.5944
mp-66256,Ba3,Ceramic,cubic,44.35353840374587,161.14,124.75,4.574,2165.0,6.973,-3.8966
mp-585400,PCaCl,Metal,tetragonal,24.0548445900037,117.45,20.92,11.069,2238.0,0.0,-0.47
mp-586738,KS2,Oxide,cubic,38.39796309924853,161.08,65.15,5.695,2355.0,4.109,-3.5787
mp-375723,La,Oxide,cubic,41.92744712723801,179.04,91.89,5.44,1805.0,6.597,-3.9082
mp-457382,Fe2,Intermetallic,orthorhombic,34.80607840569733,173.61,104.9,12.225,3488.0,0.0,0.0
mp-934141,MoNa4,Alloy,monoclinic,31.413112354742196,204.76,136.67,9.578,2034.0,0.0,-0.4939
mp-124431,AuCu,Nitride,orthorhombic,33.548810362765266,401.98,100.08,7.718,1116.0,0.61,-0.7708
mp-690142,As2SrPt4,Nitride,orthorhombic,27.17472362740603,318.26,141.84,5.301,354.0,0.117,-0.6234
mp-784380,C2Mn3P3Cd3,Oxide,hexagonal,40.13677743518506,209.88,84.77,6.058,2248.0,7.876,-1.3868
mp-955486,OsSe3,Intermetallic,cubic,17.28466645607893,107.92,59.63,7.862,940.0,0.0,0.0657
mp-291868,GaN3,Halide,cubic,23.30960527912061,77.09,37.82,0.549,318.0,3.717,-3.9245
mp-581417,K4Cd3,Semiconductor,orthorhombic,20.485340593844057,58.36,24.95,3.297,1863.0,1.899,-1.1271
mp-25629,Au4Te2,Metal,hexagonal,22.265003890581095,88.9,59.32,13.91,618.0,0.0,-1.4654
mp-647828,P4O2,Nitride,monoclinic,40.60829134415327,479.29,299.77,7.538,476.0,0.951,0.5707
mp-491436,Ne4Nb,Ceramic,hexagonal,47.71721451605461,177.35,154.71,3.867,2405.0,5.878,-4.7161
mp-358646,Sc2ClY4Mo,Oxide,tetragonal,50.49778201884155,269.91,294.51,6.22,2399.0,1.518,-3.404
mp-900727,P4Pb4,Oxide,hexagonal,38.4235971259159,125.5,58.85,6.132,2329.0,7.797,-2.3412
mp-835834,Si4Sc3Br2,Perovskite,cubic,24.56702213160314,70.5,50.42,4.962,1041.0,3.026,-2.5093
mp-658504,Os3,Alloy,cubic,17.660544758424493,89.19,29.0,3.365,2108.0,0.0,0.0
mp-594256,Ne3TaN4,Halide,orthorhombic,28.30359476840986,116.38,88.31,1.668,1307.0,3.958,-2.3749
mp-631732,Cr2Ag3,Metal,tetragonal,26.629695992494284,238.06,64.65,6.157,1647.0,0.0,-0.8692
mp-209538,Zr2In4Ne2Be,Carbide,hexagonal,32.47552344703272,262.18,81.31,5.254,2629.0,0.773,-0.7221
mp-480296,O3Li3,Alloy,triclinic,17.488932600096604,73.21,31.25,10.913,1417.0,0.0,0.3368
mp-924355,Te3Au3B2,Semiconductor,trigonal,15.834241872779922,2.0,1.77,3.481,1696.0,1.146,-1.1613
mp-369003,O2,Alloy,trigonal,20.309119016168708,128.55,75.75,6.384,1450.0,0.0,0.0
mp-455557,Se4Zn4,Alloy,orthorhombic,31.614018165883834,215.22,101.39,7.403,2678.0,0.0,-0.5226
mp-8735,NbSi3Ti4,Metal,tetragonal,22.215716013758673,108.2,73.81,5.745,2129.0,0.0,-0.1228
mp-163150,Ga2Ar,Perovskite,cubic,28.72410595577402,117.76,52.51,5.575,2074.0,1.15,-2.5579
mp-855658,In4As3,Phosphide,orthorhombic,26.825178887825412,163.88,84.07,6.383,1481.0,1.554,-1.097
mp-256274,P4,Metal,cubic,23.621134074131795,105.48,74.59,11.006,1886.0,0.0,0.0
mp-697902,Sb4Nb,Ceramic,orthorhombic,27.974492543372545,85.02,33.4,5.52,1554.0,2.811,-3.147
mp-546818,F,Metal,cubic,23.93904644977482,204.2,78.93,9.275,1250.0,0.0,0.0
mp-174075,V4BrF,Halide,cubic,35.15375932494559,105.4,56.03,1.073,1926.0,3.598,-5.2065
mp-265347,Ca4Y4,Sulfide,cubic,13.63189531457483,27.48,10.71,2.176,894.0,3.091,-0.3444
mp-449447,Y2Re,Semiconductor,tetragonal,17.72387230401127,9.48,8.89,3.241,1703.0,2.85,-0.8539
mp-692823,W2,Ceramic,orthorhombic,40.0171446396703,177.13,61.66,6.128,1717.0,6.298,-3.9183
mp-295740,Os4V3AsMg,Phosphide,tetragonal,19.743937962616172,116.34,63.27,3.262,1067.0,0.524,-1.2208
mp-149955,Y4H4Ir3Ne3,Alloy,hexagonal,22.113653176049414,83.72,21.24,9.25,1705.0,0.0,-1.4358
mp-791886,ZrLi3,Phosphide,cubic,17.012996805797773,69.55,33.52,5.577,1152.0,0.822,-0.6267
mp-893132,K4F4,Metal,orthorhombic,31.81412458869218,189.06,120.5,4.525,2364.0,0.0,-1.7272
mp-985474,Y4Bi4Cr3,Oxide,cubic,27.85815479253253,110.73,37.7,5.182,2231.0,2.518,-1.7491
mp-787677,Li3Rh,Semiconductor,orthorhombic,14.600832042871112,12.19,6.4,2.679,1081.0,2.153,-1.0984
mp-493373,MoPt3Mg2Rh4,Nitride,tetragonal,33.263991050882666,322.33,200.2,6.611,994.0,1.15,-0.0069
mp-712662,Re3Cr4,Phosphide,tetragonal,21.178948072366246,54.57,41.92,3.489,1117.0,4.199,-1.1545
mp-979773,La3Au2Ta3Ir,Oxide,cubic,41.90288331557744,133.79,70.34,8.661,1599.0,8.429,-3.7304
mp-282395,Y2,Semiconductor,tetragonal,20.179566895004484,88.86,39.72,5.393,1724.0,2.082,0.039
mp-179816,Cu2Cl4,Semiconductor,hexagonal,15.030913291469663,39.51,26.93,3.352,1497.0,0.39,-0.5239
mp-104300,Be4Br4,Metal,orthorhombic,17.0498043264425,86.81,34.71,2.606,1540.0,0.0,-0.7665
mp-183268,Mo2Sr3Pd4,Sulfide,monoclinic,23.438953251981463,124.29,67.79,6.183,1256.0,1.18,-1.2413
mp-615955,BaTa2AgMg4,Metal,cubic,29.210686691486334,261.39,139.78,11.735,664.0,0.0,-0.5092
mp-261446,Zr3As4,Metal,tetragonal,36.88154220037775,189.2,106.8,13.257,1994.0,0.0,-2.791
mp-259681,Si2Cl4,Semiconductor,cubic,16.98993387808351,42.5,21.53,0.754,2287.0,0.813,-0.4133
mp-898705,C3Ar2Ca3,Phosphide,trigonal,23.252260842900775,68.59,29.89,5.953,1499.0,1.587,-2.179
mp-446811,LaBi2,Oxide,cubic,35.67940054223811,129.62,43.24,7.697,2180.0,2.711,-3.9492
mp-994095,NbK4,Carbide,tetragonal,29.134765925546947,181.5,86.44,7.605,1979.0,1.544,-0.6492
mp-498231,Ba2Cu,Alloy,triclinic,24.252521630883543,192.4,63.61,3.634,1213.0,0.0,-1.8484
mp-618523,CoC3Sb2,Nitride,cubic,28.798612014858527,316.25,106.21,4.586,251.0,0.132,-2.3181
mp-531252,H3O3,Intermetallic,hexagonal,10.78746262462535,131.11,38.68,8.434,200.0,0.0,1.5
mp-100707,W4,Chalcogenide,orthorhombic,18.59148594517468,61.45,44.32,0.5,1913.0,0.654,-1.0706
mp-666048,Cu3HeCo4,Halide,hexagonal,25.68190810115461,112.57,56.09,1.95,862.0,8.333,-0.5
mp-553599,Hf,Metal,hexagonal,25.135106781857793,155.37,95.53,3.538,2517.0,0.0,0.0
mp-446199,Re2Cr2SiCa4,Nitride,hexagonal,23.577753260750278,210.74,106.02,3.95,1123.0,0.582,-0.2613
mp-706877,CaH4K4Cl,Carbide,hexagonal,30.463617169703937,259.08,179.79,3.448,1267.0,1.061,-0.48
mp-561324,Ir3TiFe3Na2,Alloy,cubic,26.637469369618316,128.68,95.07,11.228,1257.0,0.0,-1.4441
mp-212562,La2Pb4,Intermetallic,trigonal,25.272407639922918,118.24,65.33,9.949,2041.0,0.0,-0.6255
mp-986164,Rh4Te4,Metal,orthorhombic,14.46958067877889,72.81,34.36,5.338,1042.0,0.0,-0.1862
mp-166465,In2Zn4Sr2,Intermetallic,tetragonal,21.66131391089471,117.48,61.63,3.86,1952.0,0.0,-0.692
mp-618787,As3Ir2Ca4,Metal,cubic,21.299221937753376,78.64,39.9,12.838,1319.0,0.0,-0.6921
mp-821711,Br2In4Sc4Ta3,Oxide,hexagonal,38.210878284482796,126.86,84.1,3.191,2322.0,8.172,-2.1798
mp-687548,Y4Se3Ga4Hf,Metal,cubic,16.3355488015399,95.51,27.88,2.98,1126.0,0.0,-1.0869
mp-369808,Ce4He2C2,Oxide,trigonal,38.58804136656936,191.82,71.4,3.832,1827.0,0.769,-6.0066
mp-64238,Al2As4FTi2,Sulfide,triclinic,20.826890059265892,31.86,24.53,5.653,1071.0,2.217,-2.301
mp-375561,Cd4,Halide,cubic,29.41872772269821,95.53,59.84,3.996,1033.0,0.971,-5.141
mp-612956,Mg4,Ceramic,hexagonal,47.1599706519941,180.06,103.81,6.898,1872.0,8.727,-4.2693
mp-738481,Y2Pd3,Halide,hexagonal,27.150242074881735,98.75,28.0,1.56,1157.0,2.853,-4.1845
mp-804202,Cr3Sb4Be3Ti4,Intermetallic,orthorhombic,15.188522948050846,156.21,81.65,3.527,371.0,0.0,0.2039
mp-983036,HeBe4,Semiconductor,orthorhombic,20.9552509561992,51.08,27.66,3.816,1752.0,2.995,-0.8925
mp-330856,Zr,Metal,monoclinic,17.237226104920936,79.17,33.02,5.92,1717.0,0.0,0.0
mp-691748,N4F3,Oxide,cubic,44.73709609897724,247.12,157.9,3.388,2533.0,3.667,-3.436
mp-537436,Ne4Ce,Perovskite,cubic,22.74227697015412,49.57,26.12,4.47,946.0,1.346,-3.6652
mp-15552,Ge3Ti2,Metal,hexagonal,18.737345815802502,102.56,60.24,8.645,741.0,0.0,-0.7426
mp-862467,Ir4In3As3,Metal,hexagonal,18.598097979471504,69.46,46.11,8.626,1387.0,0.0,-0.3983
mp-493614,RuTe4Ba2,Sulfide,trigonal,17.231372566478257,73.0,34.22,1.577,1531.0,1.102,-0.7313
mp-932828,N2Sr4Ba,Intermetallic,triclinic,29.179069780312858,174.7,125.52,3.172,2653.0,0.0,-0.5962
mp-876627,Ar4Sc3,Silicate,tetragonal,30.208076010490306,163.41,67.38,7.794,1201.0,4.22,-1.6151
mp-429386,Ge,Chalcogenide,trigonal,23.081686609898313,109.32,60.03,6.003,1522.0,0.743,-1.2923
mp-900526,OIn4Cl3,Oxide,triclinic,46.38445817757443,291.41,155.39,5.81,2021.0,4.797,-3.2588
mp-524796,Hf3,Metal,trigonal,21.384901371536685,106.16,37.8,15.536,1195.0,0.0,0.0
mp-495546,AuBa4,Intermetallic,orthorhombic,28.101468222180927,190.43,113.29,7.487,1791.0,0.0,-0.6787
mp-629510,Pb3H4,Sulfide,cubic,19.982171136176103,64.59,26.04,5.821,1427.0,1.081,-1.4042
mp-263285,Fe2Ir2,Oxide,hexagonal,41.609202748019705,128.43,100.14,5.015,2918.0,3.53,-4.1614
mp-739652,Li4Te3,Oxide,monoclinic,25.579035699181947,148.13,62.67,1.093,1666.0,3.69,-0.9946
mp-863213,TiBr2,Intermetallic,cubic,15.39963153845645,127.73,78.44,4.352,887.0,0.0,0.6565
mp-649711,Fe2Sn4,Metal,cubic,24.34856774365504,135.66,41.43,11.293,1470.0,0.0,-1.1245
mp-920230,Mo4Ca4,Semiconductor,tetragonal,17.809310467852587,62.86,47.18,5.889,326.0,2.289,-1.3252
mp-806015,BaPt2,Alloy,cubic,18.541825473924845,126.8,66.83,8.072,1651.0,0.0,1.1889
mp-877907,In2Rh3Pt4Be4,Oxide,cubic,24.582801679380868,106.75,53.01,4.178,1338.0,4.557,-0.8471
mp-821744,Mo4Os4,Ceramic,tetragonal,48.596255690867785,171.39,183.49,3.79,2839.0,6.355,-3.6539
mp-304834,He2Al2,Alloy,orthorhombic,22.071330961380824,193.38,116.27,2.177,1403.0,0.0,0.0836
mp-374867,Co3Hf4As,Metal,hexagonal,34.66764687069295,212.42,131.33,9.692,1852.0,0.0,-2.0628
mp-95395,NbC4,Semiconductor,trigonal,21.9935462601463,61.42,29.65,5.822,2294.0,1.061,-0.7754
mp-570094,Mg2Li3,Metal,cubic,23.809680420234802,144.81,85.04,7.123,1432.0,0.0,-0.8524
mp-119186,N2Pd2,Oxide,orthorhombic,44.06462865270561,215.22,82.39,5.228,2357.0,4.023,-4.8496
mp-158379,N2Hf4Pd,Oxide,triclinic,42.93703127087537,196.81,60.56,5.358,2725.0,5.153,-3.9054
mp-576232,RuCl,Metal,cubic,22.92631471701393,116.82,52.7,9.023,1455.0,0.0,-1.1109
mp-236895,As3Y4,Metal,monoclinic,24.819547674246937,188.49,100.0,8.61,932.0,0.0,-0.8259
mp-235063,Be3W2Cl4O4,Semiconductor,hexagonal,21.637410723344303,29.87,4.69,7.03,2145.0,2.408,-0.9045
mp-242648,CoTa3W2,Metal,orthorhombic,17.851185820758122,118.04,59.18,2.916,1837.0,0.0,0.4051
mp-90906,Se4Rh2S,Oxide,orthorhombic,37.18641233491371,271.46,136.38,3.025,2566.0,3.681,-0.5
mp-442788,In2Li,Silicate,orthorhombic,30.311810294516725,68.55,19.94,5.852,1609.0,0.5,-5.5849
mp-17911,He3AgRh2W,Alloy,orthorhombic,30.519147726456673,203.09,122.31,9.967,1041.0,0.0,-1.9871
mp-786419,Ir3Al3Se3Y3,Metal,orthorhombic,20.291877082071295,98.07,69.08,4.429,1517.0,0.0,-0.8731
mp-656769,Ti4GaHf3,Carbide,monoclinic,34.33197727570017,187.52,119.23,8.821,2111.0,2.502,-1.041
mp-130442,Cd3Co3In4,Carbide,orthorhombic,30.83945953052737,255.32,127.92,2.791,2624.0,1.262,0.4713
mp-435785,Se4In2Sc3,Semiconductor,hexagonal,21.095932192814608,104.02,59.66,5.981,1194.0,1.786,-0.6026
mp-129382,ArW4Hf4Te3,Chalcogenide,cubic,25.58715482147805,103.92,40.17,6.799,1826.0,2.925,-1.0104
mp-349610,Ta4O2,Oxide,orthorhombic,36.07242332900489,203.43,74.83,5.612,2048.0,6.861,-0.9805
mp-929853,WLa4Ga4In4,Nitride,tetragonal,26.90914867654579,277.76,153.27,3.808,1138.0,0.227,0.1389
